accuracy,epoch,f1_macro,loss,precision_macro,recall_macro,train_loss
0.4748201438848921,1,0.22077922077922077,1.3728650331497192,0.17851453604141776,0.3055555555555556,1.6315074652433394
0.7697841726618705,2,0.6312449323954156,0.9746035695075989,0.7260536398467433,0.6309523809523809,1.1750935547053813
0.8201438848920863,3,0.6887129021275363,0.8232173442840576,0.7329141618615304,0.6837301587301589,0.9409222111105919
